Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
山海变.6水云乡,9787020166725.0,58.0,八月槎,人民文学出版社,2022,北京,297页,I247.5,2,1,3,22.16,Literature
山茶文具店,9787540485337.0,49.8,(日)小川系著;王蕴洁译,湖南文艺出版社,2018.03   ,长沙,315页     ,I313.45,1,0,1,24.0,Literature
峰会:影响2世纪的六场元首会谈,9787508681832.0,78.0,雷诺慈著;马俊译,中信出版社,2018.04   ,北京,576页     ,K150.5,1,0,1,,Social Sciences
崔健诗歌集,9787509016565.0,79.0,崔健著,当代世界出版社,2022,北京,"23,185页",I227,1,0,1,2.86,Literature
巨人的文明,9787111595816.0,69.0,陈文捷著, 机械工业出版社, 2018,北京 ,288页 : 图，地图 ,TU-095.46,1,1,2,91.87,Science
巨人的陨落I,9787539989891.0,43.8,(英)福莱特著;于大卫译,江苏凤凰文艺出版社,2016.04   ,南京,372页     ,I561.45,3,0,3,3.76,Literature
巨人的陨落II,9787539989891.0,43.0,(英)福莱特著;于大卫译,江苏凤凰文艺出版社,2016.04   ,南京,372页     ,I561.45,2,1,3,29.66,Literature
巨人的陨落III,9787539989891.0,43.0,(英)福莱特著;于大卫译,江苏凤凰文艺出版社,2016.04   ,南京,372页     ,I561.45,1,0,1,19.17,Literature
巴比伦,9787520150446.0,69.0,(英）克里瓦切克著,社会科学文献出版社·甲骨文工作室(分社),2020,北京,385页,K124.3,1,0,1,4.07,Social Sciences
布匿战争 : 罗马、迦太基与地中海霸权的争夺,9787557026233.0,89.0,"(英)阿德里安·戈兹沃西 (Goldsworthy, Adrian Keith 1969~) 著",广东旅游出版社,2022,广州,507页 : 图，地图,K126,1,0,1,5.01,Social Sciences
布拉格：黑色与金色之城,9787301311929.0,78.0,"(美)德默兹 (Demetz, Peter 1922~) 著", 北京大学出版社, 2020,北京 ,511页 : 图 ,K524.9,1,0,1,,Social Sciences
希波战争,9787557027476.0,84.0,（英）格林著,广东旅游出版社,2022,广州,"26,434页",K125,1,0,1,2.02,Social Sciences
帝国的铸就：1861-1871,9787544790208.0,88.0,(美)贝兰著,译林出版社,2022,南京,465页,K14,1,0,1,165.86,Social Sciences
幕末史,9787510892011.0,72.0,（日）半藤一利著,九州出版社,2020,北京,331页,K313.36,1,0,1,59.14,Social Sciences
平原上的摩西,9787547737941.0,59.0,双雪涛 (1983~) 著,北京日报出版社,2021,北京,282页,I247.7,1,1,2,,Literature
平面国：多维空间传奇往事,9787553520643.0,39.8,"(英)埃德温·艾勃特(Abbott, Edwin A. ,1838-1926) 著", 上海文化出版社, 2020,上海 ,198页 ,I561.45,2,0,2,8.98,Literature
平面犬,9787544281232.0,59.0,（日）乙一著,南海出版公司,2021,海口,265页,I313.45,2,0,2,34.37,Literature
广岛之恋,9787532765690.0,30.0,(法)杜拉斯著;谭立德译,上海译文出版社,2014.05   ,上海,218页     ,I565.35,1,0,1,1.2,Literature
康德,9787100176910.0,45.0,（德）布兰特著,商务印书馆,2019,北京,352页,B516.31,1,0,1,23.94,General / Misc
康德的世界,9787511735034.0,49.0,（德）盖尔著,中央编译出版社,2018,北京,322页,B516.31,1,0,1,6.05,General / Misc
建筑,9787807680284.0,43.0,（英）弗伦奇著,生活·读书·新知三联书店,2014,北京,144页,TU-092,1,0,1,49.58,Science
建筑师的1堂必修课,9787111711544.0,49.0,罗松著,机械工业出版社,2022,北京,301页,TU,2,0,2,25.73,Science
建筑课,9787559664976.0,21.0,林徽因著,北京联合出版公司,2022,北京,144页,TU-0,1,1,2,45.16,Science
建筑鉴赏方法,9787805018195.0,69.8,(意)普利纳著,北京美术摄影出版社,2016.06   ,北京,375页     ,TU-861,1,0,1,,Science
弗吉尼亚·伍尔夫传,9787532186198.0,88.0,（英）林德尔.戈登著 ,上海文艺出版社 ,2024,上海 ,531页 ,K835.615.6,1,1,2,,Social Sciences
当下的力量:白金版,9787508661766.0,59.0,(德)托利著;曹植译,中信出版社,2016.06   ,北京,260页     ,B821-49,2,2,4,45.52,General / Misc
彷徨,9787020142187.0,26.0,鲁迅著,人民文学出版社,2021,北京,185页,I210.6,2,1,3,27.41,Literature
微积分入门,9787115500557.0,99.0,(日)小平邦彦著,人民邮电出版社,2019,北京,455页,O172,1,0,1,,Science
微积分和数学分析引论. 第一卷. 第二分册,9787030084699.0,99.0,"(美)R. 柯朗 (Courant, Richard 1888~1972) 著",科学出版社,2001,北京,365页,O17,2,0,2,68.19,Science
微积分的计算：数理经济学与统计经济学辅助教程 ,9787100205900.0,26.0,"(美) 费雪( Fisher, Irving)著",商务印书馆,2022,北京,89页,O172,2,0,2,63.99,Science
德米安,9787559661586.0,42.0,(德)黑塞,北京联合出版公司,2022,北京,"12,185页",I516.45,1,0,1,5.88,Literature
心向原野,9787020175208.0,65.0,（英）梅比著,人民文学出版社,2022,北京,"10,311页",I561.65,1,0,1,10.09,Literature
心流:最优体验心理学,9787508675534.0,49.0,(美)契克森米哈赖著;张定绮译,中信出版社,2017.12   ,北京,381页     ,B84-49,1,0,1,3.93,General / Misc
心理神探:我与FBI心理画像术,9787532775644.0,58.0,(美)道格拉斯,上海译文出版社,2017.10   ,上海,384页     ,I712.45,1,1,2,29.21,Literature
快乐的死,9787532180127.0,68.0,（法）加缪著,上海文艺出版社,2022,上海,241页,I565.45,2,0,2,19.87,Literature
怀疑论者:理性看世界,9787559621436.0,42.0,(美)舍默著;李可怡译,北京联合出版公司,2018.07   ,北京,280页     ,B083,1,0,1,,General / Misc
思想经济学,9787500170662.0,68.0,（英）沙著,中译出版社,2022,北京,"23,322页",I561.55,1,0,1,32.98,Literature
"思考,快与慢",9787508633558.0,69.0,"(美)卡尼曼著,李爱民,何梦莹译",中信出版社,2016.06   ,北京,424页     ,F069.9-49,2,0,2,27.06,Social Sciences
思考就是我的抵抗,9787521745986.0,49.0,（英）吴尔夫著,中信出版集团股份有限公司,2022,北京,248页,I561.65,1,1,2,56.96,Literature
性学三论,9787533941628.0,32.0,（奥）弗洛伊德著,浙江文艺出版社,2015,杭州,222页,C913.14,1,1,2,,General / Misc
性格心理学,9787545910056.0,32.0,邹宏明著,鹭江出版社,2015.12   ,厦门,212页     ,B848-49,1,0,1,1.05,General / Misc
"怪诞行为学. 2, 非理性的积极力量",9787508681436.0,45.0,"(美)丹·艾瑞里 (Ariely, Dan) 著",中信出版集团股份有限公司,2017,北京,"18,250页",F069.9,1,1,2,42.95,Social Sciences
悉达多,9787201112695.0,32.0,(德)黑塞著 姜乙译,天津人民出版社,2017.01   ,天津,137页     ,I516.45,3,0,3,15.95,Literature
悲伤即成长,9787115598561.0,59.8,(美)芬奇著,人民邮电出版社,2022,北京,278页,B821-49,2,1,3,47.28,General / Misc
情节与历史叙事,9787208178755.0,85.0,(法）利科著,上海人民出版社,2023,上海,308页,B089.2,1,0,1,13.19,General / Misc
想象,9787532764082.0,48.0,(法)萨特著　杜小真译,上海译文出版社,2014,上海,188,B565.53,2,0,2,8.11,General / Misc
成为人类学家,9787576005127.0,49.0,黄剑波主编　龚浩群主编　李伟华主编,华东师范大学出版社,2020,上海,359,Q98-53,1,0,1,,Science
我与地坛:插图版,9787540478087.0,56.0,史铁生著,湖南文艺出版社,2016.12   ,长沙,294页     ,I267,2,0,2,88.99,Literature
我们仨,9787108051714.0,35.0,杨绛著,生活·读书·新知三联书店,2016.06   ,北京,179页     ,I267,1,0,1,3.93,Literature
我们生活在巨大的差距里,9787530223970.0,59.0,余华 著,北京十月文艺出版社 ,2024,北京 ,280页 ,I267.1,2,2,4,61.21,Literature
我将宇宙随身携带,9787559651709.0,58.0,(葡)佩索阿著,北京联合出版公司,2021,北京,227页,I552.25,1,0,1,3.22,Literature
我弥留之际,9787020128075.0,42.0,（美）福克纳著,人民文学出版社,2021,北京,"11,221页",I712.45,1,0,1,38.02,Literature
我是怎样设计赛车的,9787505755116.0,120.0,（英）纽维著,中国友谊出版公司,2022,北京,338页,K835.61,1,0,1,,Social Sciences
"我是谁?如果有我,有几个我?",9787509775899.0,62.0,(德)理查德·大卫·普列斯特,社会科学文献出版社,2016.01   ,北京,400页     ,B,1,0,1,53.96,General / Misc
我的世界观,9787100143288.0,46.0,（美）爱因斯坦著,商务印书馆,2018,北京,247页,K837.126,1,0,1,12.77,Social Sciences
我的十堂大体解剖课 ,9787203107552.0,36.0,何翰蓁 著, 山西人民出版社, 2019,太原 ,230页 : 图 ,R322,1,0,1,3.99,General / Misc
我的天才女友,9787020120130.0,65.0,"(意)费兰特著,陈英译",人民文学出版社,2016      ,北京,323页     ,I546.45,1,0,1,,Literature
我的心迟到了：佩索阿情诗,9787533962418.0,98.0,"（葡）佩索阿 (Pessoa, Fernando Antonio Nogueira) (1888-1935)著",浙江文艺出版社,2020,杭州,210页,I552.25,1,0,1,15.24,Literature
战国策.上册,9787101085686.0,38.0,"缪文远,著",中华书局,2012.6,北京,,K231.04,1,0,1,,Social Sciences
战神的后裔 ,9787570209392.0,26.0,郑文光 (1929~2003) 著, 长江文艺出版社, 2019,武汉 ,230页 : 图 ,I247.5,1,0,1,0.14,Literature
戴维营三天,9787500171980.0,89.0,（美）加滕著,中译出版社,2023,北京,"13,373页",F11,3,3,6,48.78,Social Sciences
房思琪的初恋乐园 ,9787559614636.0,45.0,林奕含 (1991~2017) 著, 北京联合出版公司, 2018,北京 ,256页 ,I247.5,1,0,1,5.94,Literature
托福考试官方指南,9787519306281.0,168.0,美国教育考试中心,群言出版社,2021,北京,689页,H310.41,1,0,1,14.79,Language
拉丁美洲史,9787507551341.0,98.0,韦伯斯特著,华文出版社,2019,北京,338页,K73,2,0,2,20.58,Social Sciences
拒绝平庸：25个引领市场的营销法则,9787505755987.0,128.0,（德）谢勒著,中国友谊出版公司 ,2023,北京,372,F713.50,1,0,1,121.74,Social Sciences
拜占庭的新生,9787520118156.0,79.0,(美）诺里奇著,社会科学文献出版社,2020,北京,"27,498页",K134,2,0,2,7.98,Social Sciences
推销员之死,9787532783038.0,52.0,"(美)阿瑟·米勒 (Miller, Arthur 1915~2005) 著",上海译文出版社,2020,上海,223页,I712.35,1,0,1,28.1,Literature
摩根财团,9787549620616.0,198.0,（美）彻诺著,文汇出版社,2017,上海,"30,837页",F837.12,1,1,2,61.68,Social Sciences
改变心理学的4项研究 ,9787115527073.0,88.0,"(美)霍克 (Hock, Roger R.) 著", 人民邮电出版社, 2020,北京 ,"22,374页 : 图，照片 ",B84,1,0,1,9.92,General / Misc
政治哲学与幸福根基,9787544732819.0,39.0,(英)罚勒著;李里峰译,译林出版社,2013.05   ,南京,139页     ,D0,2,2,4,29.89,Social Sciences
政治学 ,9787100131889.0,62.0,(古希腊)亚里士多德 (Aristoteles 前384~前322) 著, 商务印书馆, 2017,北京 ,"16,526页 ",D0,1,0,1,22.0,Social Sciences
政治情感,9787300311555.0,118.0,（美）努斯鲍姆著,中国人民大学出版社,2022,北京,"18,618页",D0-02,1,0,1,36.03,Social Sciences
政治的历史与边界 ,9787544729826.0,39.0,"(英)肯尼思·米诺格 (Minogue, Kenneth) 著", 译林出版社, 2013,南京 ,"125,113页 ",D0,1,1,2,59.1,Social Sciences
故事新编,9787201089560.0,25.0,鲁迅著,天津人民出版社,2015      ,天津,288页     ,I210.6,1,1,2,47.91,Literature
效率崇拜 ,9787305232848.0,59.0,"(加)贾尼丝·格罗斯·斯坦 (Stein, Janice Gross 1943-) 著", 南京大学出版社, 2020,南京 ,362页 ,F069.9,2,0,2,35.22,Social Sciences
教堂尖塔,9787532788125.0,68.0,（英）戈尔丁著,上海译文出版社有限公司,2021,上海,199页,I561.45,1,0,1,39.02,Literature
教父,9787559424020.0,89.9,(美)普佐著;姚向辉译,江苏凤凰文艺出版社,2018.08   ,南京,514页     ,I712.45,1,0,1,27.99,Literature
数学建模,9787111479529.0,99.0,(美)吉奥丹诺著;叶其孝译,机械工业出版社,2014.10   ,北京,484页     ,O141.4,1,0,1,,Science
数学建模实用教程,9787302587590.0,56.0,付丽华著,清华大学出版社,2022,北京,254页,O141.4,1,0,1,108.11,Science
数学建模教学案例精选,9787040589177.0,41.1,韩中庚著,高等教育出版社,2022,北京,308页,O141.4,1,1,2,46.0,Science
文学批评导引 (第二版）,9787040401615.0,33.5,王先霈 (1939.7~) 主编, 高等教育出版社, 2014,北京 ,344页 ,I06,1,0,1,51.63,Literature
文学理论入门,9787544729666.0,39.0,(美)卡勒著;李平译,译林出版社,2013.01   ,南京,143页     ,I0,3,0,3,22.41,Literature
文学的读法,9787555026006.0,68.0,"(英)特里·伊格尔顿(Eagleton, Terry) 著",海峡文艺出版社,2021,福州,272页,I06,1,0,1,51.63,Literature
文学阅读指南,9787564917876.0,32.0,(英)特里·伊格尔顿著;范浩译,河南大学出版社,2015.05   ,开封,253页     ,I106.62,1,0,1,35.96,Literature
文明与气候,9787100183352.0,65.0,（美）亨廷顿著,商务印书馆,2020,北京,279页,K901.6,1,0,1,,Social Sciences
斯宾诺莎与表现问题,9787100168984.0,39.0,（法）德勒兹著,商务印书馆,2019,北京,382页,B563.1,2,0,2,33.05,General / Misc
新哲人,9787521743920.0,59.0,澳大利亚新哲人编辑部著,中信出版集团股份有限公司,2022,北京,132页,B1,1,0,1,0.62,General / Misc
无人生还,9787513338288.0,42.0,（英）克里斯蒂著,新星出版社,2020,北京,237页,I561.45,1,0,1,,Literature
无名之町 ,9787544297905.0,59.0,(日)东野圭吾 (1958-) 著, 南海出版公司, 2021,海口 ,349页 ,I313.45,1,0,1,,Literature
无知,9787532766390.0,68.0,昆德拉著,上海译文出版社,2014.07   ,上海,202页     ,I565.45,1,0,1,12.77,Literature
早稻田大学日本史.第八卷，安土桃山时代,9787507553192.0,90.0,（日）渡边世祐著,华文出版社,2020,北京,327页,K313.2,1,0,1,32.2,Social Sciences
时代的精神状况,9787532761371.0,48.0,"德 雅斯贝尔斯 Jaspers, Karl 1883-1969)(著)",上海译文出版社,2013,上海,249 ,B516.53,4,0,4,20.53,General / Misc
时间简史,9787535794567.0,39.0,"(英)霍金著;许明贤,吴忠超译",湖南科学技术出版社,2018.01   ,长沙,190页     ,P19-49,2,1,3,32.38,General / Misc
星空故事：88站夜空漫游指南,9787559630148.0,326.0,"(英)苏珊娜·希斯洛普 (Hislop, Susanna) 著", 北京联合出版公司, 2019,北京 ,197页 : 彩图 ,P151-49,1,1,2,25.97,General / Misc
春之祭,9787520130356.0,86.0,9加）埃克斯坦斯著,社会科学文献出版社,2018,北京,507页,K143,1,0,1,103.97,Social Sciences
是我把你蠢哭了吗 ,9787533487379.0,42.0,(英)博内特著,福建教育出版社,2020,福州,302页,R338.2-49,1,0,1,,General / Misc
普林斯顿微积分读本,9787115435590.0,99.0,"(美)班纳 (Banner, Adrian ) 著",人民邮电出版社,2016,北京,648页,O172,3,1,4,38.23,Science
普通化学原理,9787301225578.0,68.0,华彤文,北京大学出版社 ,2013,北京 ,492页 ,O6,4,2,6,36.12,Science
普通语言学教程,9787100020862.0,50.0,（瑞士）索绪尔著,商务印书馆,1980 2018重印,北京,347页,H0,1,0,1,12.97,Language
智能革命,9787508673219.0,68.0,李彦宏著,中信出版社,2017.04   ,北京,324页     ,TP18,1,0,1,21.99,Science
曹禺戏剧选 ,9787530221020.0,69.8,曹禺 (1910~1996) 著, 北京十月文艺出版社, 2021,北京 ,598页 ,I234,1,0,1,31.22,Literature
最伟大的骑士,9787513929172.0,92.0,（英）阿斯布里奇著,民主与建设出版社有限责任公司,2020,北京,423页,K835.617,1,0,1,2.79,Social Sciences
最后的讲义,9787556709434.0,42.0,西原理惠子著,海峡书局,2022,福州,118页,B821-49,1,0,1,0.0,General / Misc
月亮和六便士,9787551134606.0,45.0,（英）毛姆著,花山文艺出版社,2017,石家庄,254页,I561.45,1,0,1,,Literature
有限与无限的游戏: 有限与无限的游戏,9787121364259.0,68.0,"(美)詹姆斯·卡斯 (Carse, James P.) 著", 电子工业出版社, 2019,北京 ,191页 ,B-49,1,0,1,69.84,General / Misc
本书书名无法描述本书内容昂:精装珍藏版,9787559614315.0,49.8,(美)卡普兰著;袁婧译,北京联合出版公司,2018.02   ,北京,240页     ,B-49,1,0,1,15.9,General / Misc
机器学习实战 : 基于Scikit-Learn、Keras和TensorFlow,9787111665977.0,149.0,"(法)奥雷利安·吉翁 (Géron, Aurélien) 著",机械工业出版社,2020,北京,676页 : 图,TP181,1,0,1,20.09,Science
机器学习：原理、算法与应用,9787302532347.0,88.0,雷明 (计算机技术) 著, 清华大学出版社, 2019,北京 ,"16,398页 : 图，照片 ",TP181,1,0,1,17.95,Science
权力意志与永恒轮回,9787532772360.0,49.0,(德)尼采著　(德)沃尔法特著　虞龙发译,上海译文出版社,2016,上海,331,B516.47,4,1,5,60.03,General / Misc
极简天文学 ,9787521700930.0,49.0,"(英)科林·斯图尔特 (Stuart, Colin) 著", 中信出版集团股份有限公司, 2019,北京 ,293页 : 图 ,P1-49,1,0,1,64.11,General / Misc
林家铺子,9787020142330.0,28.0,茅盾著,人民文学出版社,2021,北京,147页,I246.7,1,1,2,73.8,Literature
柏拉图文艺对话图,9787229101442.0,38.0,(古希腊)柏拉图著;朱光潜译,重庆出版社,2016.07   ,重庆,337页     ,B502.232,1,0,1,,General / Misc
柠檬,9787533965617.0,58.0,（日）梶井基次郎著,浙江文艺出版社,2021,杭州,265页,I313.45,1,0,1,0.83,Literature
查拉图斯特拉如是说,9787532787067.0,58.0,(德)尼采著　黄明嘉译,上海译文出版社,2021,上海,411,B516.47,3,1,4,43.83,General / Misc
查理一世,9787545562354.0,88.0,(英）莱尔著,天地出版社,2021,成都,"11,414页",K835.61,1,0,1,19.21,Social Sciences
树上的男爵,9787544722803.0,45.0,(意)卡尔维诺著,译林出版社,2017.04   ,南京,278页     ,I546.45,1,0,1,0.13,Literature
树犹如此,9787549563517.0,68.0,白先勇著,广西师范大学出版社,2015.03   ,桂林,392页     ,I267,1,0,1,104.21,Literature
桑苏西来客,9787513315111.0,28.0,(英)克里斯蒂著,新星出版社,2018.01,,237,I561.45,1,0,1,36.97,Literature
梦的解析,9787554617069.0,59.8,(奥)弗洛伊德著,古吴轩出版社,2023,苏州,364页,B845.1,1,1,2,98.58,General / Misc
棋王树王孩子王 ,9787539990583.0,38.0,阿城 (1949~) 著, 江苏凤凰文艺出版社, 2016,南京 ,179页 : 照片 ,I247.57,2,0,2,35.55,Literature
欢乐的葬礼,9787533965679.0,56.0,(俄)乌利茨卡娅著,浙江文艺出版社,2021.10,杭州,,I512.45,1,1,2,4.58,Literature
欢迎来到宇宙 ,9787115560100.0,99.9,(美)泰森著,人民邮电出版社,2021,北京,"12,475页 : 图，照片",P159,1,0,1,51.77,General / Misc
欧洲史 ,9787521731798.0,78.0,(英)戴维斯,中信出版社,2021,北京,358页 : 图,K500,1,0,1,82.6,Social Sciences
欧洲史 : 古典时代(史前－公元337),9787521731422.0,78.0,"(英)诺曼·戴维斯 (Davies, Norman 1939~) 著",中信出版社,2021,北京,312页 : 图,K500,1,0,1,82.6,Social Sciences
欧洲史 : 转型时代(约145-1914),9787521731804.0,118.0,"(英)诺曼·戴维斯 (Davies, Norman 1939~) 著",中信出版社,2021,北京,595页 : 图,K500,1,0,1,82.6,Social Sciences
欧洲的黄昏,9787547318621.0,45.0,(保加利亚)克拉斯特耶夫著,东方出版中心,2021,上海,"16,153页",D75,1,1,2,24.07,Social Sciences
正义的语境,9787208177994.0,98.0,（德）福斯特著,上海人民出版社,2023,上海,392页,D081,1,0,1,3.04,Social Sciences
正义诸领域：为多元主义与平等一辩 ,9787544793797.0,98.0,(美) 沃尔泽著,译林出版社,2022,南京,401页,D081,1,0,1,3.04,Social Sciences
正在抢救中,9787553211213.0,59.8,李鸿政著,贵州科技出版社,2022,贵阳,296页,R197.1,1,0,1,32.8,General / Misc
死魂灵,9787020124701.0,39.0,（俄罗斯）果戈理著,人民文学出版社,1983 2018印,北京,390页,I512.44,1,0,1,11.15,Literature
水与梦,9787100167765.0,39.0,巴什拉著,商务印书馆,2019,北京,244页,B565.59,3,2,5,94.04,General / Misc
永恒的王妃,9787229143510.0,88.8,（英）格里高利著,重庆出版社,2021,重庆,435页,I561.45,1,0,1,4.91,Literature
永恒的边缘.Ⅰ,9787559403223.0,56.0,(英)福莱特著,江苏凤凰文艺出版社,2017.05   ,南京,420页     ,I561.45,1,0,1,30.83,Literature
永恒的边缘.Ⅱ,9787559403223.0,56.0,(英)福莱特著,江苏凤凰文艺出版社,2017.05   ,南京,420页     ,I561.45,1,0,1,38.89,Literature
永恒的边缘.Ⅲ,9787559403223.0,56.0,(英)福莱特著,江苏凤凰文艺出版社,2017.05   ,南京,420页     ,I561.45,1,0,1,38.89,Literature
汉魏六朝文选 ,9787020157624.0,69.0,刘文忠 (1936~) 选注, 人民文学出版社, 2011,北京 ,"19,730页 ",I222.734,1,0,1,210.11,Literature
江城 ,9787532756728.0,45.0,"(美)彼得·海斯勒 (Hessler, Peter) 著", 上海译文出版社, 2012,上海 ,446页 ,I712.65,1,1,2,51.85,Literature
汪曾祺小说集. 鸡鸭名家 ,9787538756388.0,38.0,汪曾祺 (1920~1997) 著, 时代文艺出版社, 2018,长春 ,372页 ,I247,1,1,2,55.23,Literature
沉沦·流放与王国,9787532789115.0,62.0,（法）加缪著,上海译文出版社有限公司,2022,上海,319页,I565.45,1,0,1,4.97,Literature
沉默的大多数,9787530220368.0,59.0,王小波著,北京十月文艺出版社,2021,北京,227页,I267.1,1,1,2,96.01,Literature
沉默的羔羊,9787544784689.0,49.0,(美)哈里斯著,译林出版社,2021,南京,369页,I712.45,3,2,5,31.64,Literature
没有人给他写信的上校,9787544292443.0,35.0,(哥伦)马尔克斯著,南海出版公司,2018.06,,109,I775.45,1,0,1,13.97,Literature
河边的错误,9787538755961.0,42.0,余华著,时代文艺出版社,2018.01   ,长春,207页     ,I247.5,1,0,1,59.13,Literature
波洛圣诞探案记,9787513338110.0,42.0,克里斯蒂,新星出版社,2023,北京,269页,I561.45,1,0,1,117.21,Literature
泪之地,9787218156408.0,98.0,（美）哈姆斯著,广东人民出版社,,广州,,K404,1,0,1,59.16,Social Sciences
洛丽塔,9787532780686.0,76.0,（美）弗拉基米尔·纳博科夫(Vladimir Nabokov)著 主万译,上海译文出版社有限公司,2019,上海,502页,I712.45,1,1,2,24.19,Literature
洞穴奇案,9787108039873.0,23.0,（美）萨伯著,生活·读书·新知三联书店,2012,北京,157页,D971.2,1,1,2,75.24,Social Sciences
洞穴奇案 ,9787510891779.0,56.0,"(美)彼得·萨伯 (Suber, Peter) 著", 九州出版社, 2020,北京 ,174页 ,D971.2,1,0,1,0.05,Social Sciences
流俗地 ,9787530221280.0,55.0,(马来)黎紫书 (女， 1971~) 著, 北京十月文艺出版社, 2021,北京 ,"29,476页 : 彩照 ",I338.45,1,1,2,56.96,Literature
流行病 ,9787568060134.0,88.0,"(澳)多尔蒂 (Doherty, Peter C.) 著", 华中科技大学出版社, 2020,武汉 ,"25,318页 : 图 ",R181,1,0,1,1.81,General / Misc
海上钢琴师,9787540482732.0,48.0,(意)巴里科著,湖南文艺出版社,2017.09   ,长沙,173页     ,I546.45,2,0,2,32.81,Literature
海德格尔的最后之神,9787100213011.0,98.0,张静宜著,商务印书馆,2023,北京,304页,B089,1,0,1,35.82,General / Misc
海洋的子民,9787301323182.0,88.0,(美)汤普森著,北京大学出版社,2021,北京,"17,443页",K606-49,1,0,1,81.8,Social Sciences
海浪 ,9787532757459.0,45.0,"(英)弗吉尼亚·吴尔夫 (女，Woolf, Virginia 1882~1941) 著", 上海译文出版社, 2012,上海 ,"11,271页 ",I561.45,1,0,1,3.35,Literature
消失的地平线,9787547055564.0,38.0,(英) 希尔顿 著,万卷出版公司 ,2021.5,沈阳,216页,I561.45,1,0,1,34.88,Literature
消失的真实,9787521735611.0,88.0,金观涛著,中信出版集团股份有限公司,2022,北京,"49,352页",N02,1,0,1,39.01,General / Misc
深度学习：智能时代的核心驱动力量,9787508698359.0,88.0,"(美)特伦斯·谢诺夫斯基 (Sejnowski, Terrence) 著", 中信出版集团股份有限公司, 2019,北京 ,"17,378页 : 图，照片 ",TP181,1,1,2,59.58,Science
清洁女工之死,9787513339414.0,42.0,（英）克里斯蒂著,新星出版社,2022,北京,236页,I561.45,1,0,1,117.21,Literature
漫长的余生 : 一个北魏宫女和她的时代,9787547743126.0,65.0,罗新 (1963~) 著,北京日报出版社,2022,北京,322页 : 图,K239.210.7,1,1,2,51.91,Social Sciences
漫长的告别,9787544384636.0,69.0,(美)钱德勒著;姚向辉译,海南出版社,2018.08   ,长沙,389页     ,I712.45,1,0,1,27.03,Literature
火星俱乐部,9787532178995.0,65.0,（美）库什纳著,上海文艺出版社,2022,上海,410页,I712.45,1,0,1,25.9,Literature
火的精神分析,9787100167789.0,25.0,（法）巴什拉著,商务印书馆,2019,北京,113页,B565.59,4,2,6,45.02,General / Misc
灿烂千阳,9787208072107.0,49.0,"(美)胡赛尼 (Hosseini, Khaled 1965~) 著", 上海人民出版社, 2007,上海,428页 ,I712.45,1,0,1,56.24,Literature
爱伦·坡短篇小说全集. 上,9787100202084.0,69.5,（美）爱伦·坡著,商务印书馆,2022,北京,"2册(10,984页)",I712.45,1,0,1,,Literature
爱伦·坡短篇小说全集. 下,9787100202084.0,69.5,（美）爱伦·坡著,商务印书馆,2022,北京,"2册(10,984页)",I712.45,2,0,2,76.24,Literature
爱你就像爱生命,9787530220252.0,49.0,王小波著,北京十月文艺出版社,2021,北京,212页,K825.6,1,0,1,26.0,Social Sciences
爱欲之死,9787508697086.0,32.0,（德）韩炳哲著,中信出版集团股份有限公司,2019,北京,87页,B84,1,0,1,48.92,General / Misc
爱的艺术 ,9787532779901.0,39.0,"(美)弗罗姆 (Fromm, Erich 1900~1980) 著", 上海译文出版社有限公司, 2019,上海 ,135页 ,C912.6,1,0,1,28.82,General / Misc
爱的设计,9787508090108.0,59.0,(美)布鲁姆著;胡辛凯译,华夏出版社,2017.01   ,北京,323页     ,I565.064,2,0,2,40.37,Literature
爱，不可能,9787532964475.0,59.0,（法）普鲁斯特著,山东文艺出版社,2022,济南,170页,I565.25,1,0,1,2.17,Literature
牛奶可乐经济学,9787550292505.0,49.9,(美)弗兰克著;闾佳译,北京联合出版公司,2017.01   ,北京,230页     ,F0-49,1,1,2,46.01,Social Sciences
牛奶可乐经济学3,9787550297715.0,49.9,(美)罗伯特·弗兰克 著,北京联合出版公司,2017.1,北京,226页,F0-49,1,0,1,126.89,Social Sciences
牛津古希腊史 ,9787511560216.0,119.9,(英)博德曼 编, 人民日报出版社, 2020,北京 ,534页 ,K125,1,0,1,117.22,Social Sciences
牛津拜占庭史,9787511566355.0,79.9,(英)曼戈著,北京日报出版社,2021,北京,"24,245页",K134,1,0,1,1.17,Social Sciences
牛虻,9787532778317.0,30.0,(爱尔兰)伏尼契著,上海译文出版社,2018.06   ,上海,351页     ,I562.44,2,0,2,5.41,Literature
物种起源(导读注释版)(英文),9787532782130.0,158.0,查尔斯·达尔文,上海译文出版社,2019-08,,,Q111.2,1,0,1,70.96,Science
特朗普自传:从商人到参选总统,9787515342634.0,59.9,"(美)唐纳德·特朗普,(美)托尼·施瓦茨著;尹",中国青年出版社,2016.06   ,北京,245页     ,K837.12,1,0,1,126.89,Social Sciences
犬儒主义,9787100215220.0,75.0,（英）艾伦著,商务印书馆,2023,北京,"10,333页",B502.25,1,0,1,14.39,General / Misc
狼图腾,9787530220245.0,69.0,姜戎 著,北京十月文艺出版社,2020,北京,651页,I247.5,1,0,1,6.81,Literature
猫和狗的生活哲学,9787572604164.0,65.0,简单心理著,湖南文艺出版社,2022,长沙,294,B821-49,1,0,1,25.01,General / Misc
