Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
生命简史,9787543986275,68.0,（西）阿苏亚加著,上海科学技术文献出版社,2022,上海,425页,Q1-0,1,0,1,0.74,Science
生物学是什么,9787301319444,48.0,吴家睿著,北京大学出版社,2021,北京,,Q-49,1,0,1,13.12,Science
画地为牢,9787305217098,39.0,（英）莱辛著,南京大学出版社,2019,南京,129页,I561.65,1,0,1,21.94,Literature
疯癫与文明 : 理性时代的疯癫史,9787108065575,49.0,"(法米歇尔·)福柯 (Foucault, Michel 1926~1984) 著", 生活·读书·新知三联书店, 2019,北京 ,273页 ,B565.59,1,0,1,31.12,General / Misc
百年孤独,9787544291170,55.0,(哥伦)马尔克斯,南海出版公司,2017.08   ,海口,360页     ,I775.45,0,0,0,,Literature
盛夏方程式,9787544294133,59.0,(日)东野圭吾著;蓝佳译,南海出版公司,2018.11   ,海口,392页     ,I313.45,0,0,0,,Literature
直到时间的尽头,9787573008459,79.0,（美）格林著,海南出版社,2023,海口,513页,O4,1,0,1,166.65,Science
社会学的想象力 ,9787108057259,42.0,"(美)C. 赖特·米尔斯 (Mills, Chales Wright 1916~1962) 著", 生活·读书·新知三联书店, 2016,北京 ,265页 ,C91,1,0,1,5.87,General / Misc
社会学的意识,9787544729727,39.0,(英)布鲁斯著　蒋虹译,译林出版社,2013,南京,103,C91,1,0,1,0.77,General / Misc
社会学的问题,9787532182640,72.0,（法）布尔迪厄著,上海文艺出版社,2022,上海,"10,379页",C91-49,1,0,1,0.74,General / Misc
社会性动物 ,9787567599703,79.0,"(美)艾略特·阿伦森 (Aronson, Elliot) 著", 华东师范大学出版社, 2020,上海 ,380页 : 图 ,C912.6,1,0,1,43.97,General / Misc
社会研究方法 ,9787302547778,108.0,"(美)巴比 (Babbie, Earl R. 1938~) 著", 清华大学出版社, 2020,北京 ,"24,512页 : 照片 ",C91-03,1,0,1,0.01,General / Misc
社会语言学,9787030458889,80.0,刘宝俊著,科学出版社,2016,北京,"11,303页",H0,1,0,1,240.01,Language
神圣罗马帝国 ,9787100132749,82.0,"(英)布赖斯 (Bryce,James 1838~1922) 著", 商务印书馆, 2017,北京 ,"12,606页 ",K516.3,0,0,0,,Social Sciences
神经网络与深度学习 ,9787111649687,149.0,邱锡鹏 (1983~) 著, 机械工业出版社, 2020,北京 ,"16,448页 ",TP183,1,0,1,0.04,Science
科学发现的逻辑 ,9787810836074,60.0,"(英)波普尔 (Popper, Karl Raimund 1902~1994) 著", 中国美术学院出版社, 2008,杭州 ,"18,483页 ",N02,1,0,1,0.75,General / Misc
科学哲学,9787544732765,39.0,"(英)奥卡沙著,韩广忠译",译林出版社,2015.11   ,南京,139页     ,N02,1,0,1,121.13,General / Misc
科学哲学 ,9787108066787,32.0,"(英)萨达尔 (Sardar, Ziauddin) 文", 生活·读书·新知三联书店, 2020,北京 ,181页 : 图 ,N02,1,0,1,7.22,General / Misc
科学哲学的历史导论,9787100133104,88.0,(美)洛西著;张卜天译,商务印书馆,2017      ,北京,310页     ,N02,1,0,1,7.22,General / Misc
科学实验哲学,9787030457738,86.0,拉德,科学出版社,2015,北京,272 ,N33,1,0,1,0.82,General / Misc
科学思想史,9787305239687,80.0,林德宏著,南京大学出版社,2020,南京,"10,528页",N091,1,0,1,1.0,General / Misc
科学技术史,9787308225854,48.0,米丽琴,浙江大学出版社,2022,杭州,169页,N091,1,0,1,104.33,General / Misc
科学的历程,9787535798374,128.0,吴国盛著,湖南科学技术出版社,2018.08   ,长沙,753页     ,N091,2,0,2,3.36,General / Misc
科学革命 ,9787544745185,39.0,"(美)劳伦斯·普林西比 (Principe, Lawrence M.) 著", 译林出版社, 2013,南京 ,140页 : 图 ,N091,1,0,1,0.79,General / Misc
科学革命的结构 ：新译精装版,9787301330661,79.0,（美）库恩著,北京大学出版社 ,2022,北京,299页,N02,1,0,1,68.85,General / Misc
科学革命的编史学研究,9787100211642,138.0,"(荷)科恩 (Cohen, Hendrik Floris 1946~) 著",商务印书馆,2022,北京,969页 ,N091,1,0,1,0.81,General / Misc
秘密,9787544258210,45.0,(日)东野圭吾,南海出版公司,2017.11   ,海口,330页     ,I313.45,1,0,1,132.75,Literature
秘密结晶,9787532791231,68.0,（日）小川洋子著,上海译文出版社有限公司,2022,上海,363页,I313.45,1,0,1,132.75,Literature
窄门,9787201141527,45.0,(法)安德烈·纪德(André Gide)著 顾琪静译,天津人民出版社,2018,天津,171页,I565.45,1,0,1,0.34,Literature
第二性 I,9787532749669,36.0,(法)波伏瓦著;郑克鲁译,上海译文出版社,2011.09   ,上海,354页     ,C913.68,0,0,0,,General / Misc
算法导论 ,9787111407010,128.0,"(美)科尔曼 (Cormen, Thomas H.) 著", 机械工业出版社, 2013,北京 ,"13,780页 ",TP301.6,1,0,1,59.87,Science
米佳的爱情,9787532783618,65.0,"(俄)蒲宁 (Бунин, ИванАлексеевич 1870~1953) 著",上海译文出版社,2020,上海,"10,502页",I512.45,1,0,1,0.05,Literature
精神分析的技术与实践,9787111661665,120.0,（美）格林森著,机械工业出版社,2020,北京,369页,B84-065,1,0,1,12.22,General / Misc
精英的傲慢,9787521731460,79.0,（美）桑德尔著,中信出版集团股份有限公司,2021,北京,"26,309页",C91,1,0,1,32.68,General / Misc
精选英汉汉英词典(第4版),7100059453,48.0,吴景荣等编,商务印书馆,2010      ,北京,696页     ,H316,1,0,1,0.14,Language
素食者 ,9787541160868,48.0,(韩)韩江 (1970-) 著, 四川文艺出版社, 2021,成都 ,191页 ,I312.645,2,0,2,3.41,Literature
红玫瑰与白玫瑰,9787530218617,49.5,张爱玲著,北京十月文艺出版社,2019.03,,290,I246.7,1,0,1,176.08,Literature
纪录片也要讲故事,9787550250024,45.0,（美）希拉·柯伦·伯纳德著 ,北京联合出版公司 ,2015.6,北京 ,"34,381页 ",J952,1,0,1,40.99,Arts
纯真告别,9787559617712,49.8,苏珊著;马爱农等译,北京联合出版公司,2018.05   ,北京,355页     ,I712.45,0,0,0,,Literature
纳博科夫文学讲稿三种·俄罗斯文学讲稿,9787532778423,89.0,(美)纳博科夫著,上海译文出版社,2018.08   ,上海,380页     ,I106,0,0,0,,Literature
纳博科夫文学讲稿三种·唐吉坷德讲稿,9787532778423,89.0,(美)纳博科夫著,上海译文出版社,2018.08   ,上海,287页     ,I106,1,0,1,57.8,Literature
纳博科夫文学讲稿三种·文学讲稿,9787532778423,89.0,(美)纳博科夫著,上海译文出版社,2018.08   ,上海,439页     ,I106,0,0,0,,Literature
终极观星指南,9787556708277,98.0,(美)鲍勃·金著,海峡书局,2021,福州,266页,P12-62,1,0,1,11.96,General / Misc
"经济学原理, 微观经济学分册 ",9787301256909,72.0,"(美)曼昆 (Mankiw, N. Gregory) 著", 北京大学出版社, 2015,北京 ,"10,543页 : 图，照片 ",F0,0,0,0,,Social Sciences
经济学家都干了什么 ,9787302590910,65.0,梁捷 (1980~) 著, 清华大学出版社, 2021,北京 ,"24,249页 : 照片 ",F091.3,1,0,1,0.78,Social Sciences
经济学说与方法史论,9787100159791,42.0,"(美)熊彼特 (Schumpeter, Joseph Alois 1883~1950) 著",商务印书馆,2018,北京,177页,F09,1,0,1,0.74,Social Sciences
经济用语图鉴,9787544298841,68.0,(日)花冈幸子 著,南海出版公司,2021,海口,299页,F0-49,1,0,1,96.11,Social Sciences
绑架游戏,9787020153824,79.0,(日)东野圭吾著,人民文学出版社,2020,,281,I313.45,0,0,0,,Literature
维特根斯坦传:天才之为责任,9787308086141,79.0,(英)蒙克著,浙江大学出版社,2011.05   ,杭州,672页     ,B561.59,0,0,0,,General / Misc
罗生门,9787532751495,40.0,(日)芥川龙之介著;林少华译,上海译文出版社,2010.08   ,上海,249页     ,I313.45,0,0,0,,Literature
罗马元老院与人民：一部古罗马史,9787513922494,118.0,"(英)玛丽·比尔德 (Beard, Mary 1955~) 著", 民主与建设出版社有限责任公司, 2018,北京 ,"17,599页 : 图，照片，地图 ",K126-49,2,0,2,55.81,Social Sciences
美丽与哀愁.3,9787220128165,49.6,（日）川端康成著,四川人民出版社,2023,成都,241页,I313.45,1,0,1,180.93,Literature
美丽新世界,9787532774685,45.0,(英)赫胥黎著;陈超译,上海译文出版社,2017.06   ,上海,349页     ,I561.45,1,0,1,38.89,Literature
美学原理,9787301047439,58.0,叶朗 (1938.10~) 著, 北京大学出版社, 2009,北京,460页 : 图 ,B83-0,1,0,1,0.11,General / Misc
耶鲁极简科学史 ,9787508695730,49.5,"(英)拜纳姆 (Bynum, William) 著", 中信出版集团股份有限公司, 2019,北京 ,344页 : 图 ,N091-49,1,0,1,0.79,General / Misc
聆听音乐,9787302526308,98.0,（美）莱特著,清华大学出版社,2019,北京,525页,J605.1,1,0,1,104.33,Arts
自我决定的孤独：难以建立亲密感的社会 ,9787218160177,68.0,(德) 塔登著,广东人民出版社,2023,广州,196,C912.11-49,1,0,1,5.96,General / Misc
自然哲学之数学原理 ,9787301292341,168.0,"(英)牛顿 (Newton, Isaac 1642~1727) 著", 北京大学出版社, 2018,北京 ,"10,363页 : 图，照片 ",O3,2,0,2,1.03,Science
自然科学史,9787802468320,45.0,(英)金斯著, 中国大地出版社,2016.3,北京,285页,N091,1,0,1,0.78,General / Misc
舞!舞!舞!,9787532765461,60.0,(日)村上春树著,上海译文出版社,2014.05   ,上海,478页     ,I313.45,1,0,1,21.93,Literature
艺术史导论 ,9787301321898,105.0,【德】汉斯·贝尔廷, 北京大学出版社, 2021,北京 ,404页 : 图 ,J110.9,2,0,2,7.47,Arts
艺术史的艺术,9787208132139,89.0,(美)普雷齐奥西著,上海人民出版社,2016,上海,572页,J110.9-53,1,0,1,13.97,Arts
艺术哲学,9787301284230,69.0,(法)丹纳著,北京大学出版社,2017,北京,439页,J0-02,3,0,3,43.54,Arts
艺术哲学 ,9787309114560,28.0,王德峰 (1956.10~) 著, 复旦大学出版社, 2015,上海 ,196页 ,J0-02,1,0,1,240.01,Arts
莫言作品精选,9787535459350,25.0,莫言著,长江文艺出版社,2012.11   ,武汉,314页     ,I217.2,1,0,1,98.96,Literature
莱特湾海战,9787513929783,129.8,"(英)威尔默特 (Willmott, H. P. 1945~) 著",民主与建设出版社有限责任公司,2020,北京,343页 : 图，照片，地图,E195.2,1,0,1,66.89,Language
菜根谭,9787551816571,98.0,(明)洪应明著;齐白石绘,三秦出版社,2018.03   ,西安,365页     ,B825,1,0,1,12.91,General / Misc
萨摩亚人的成年 ,9787100136112,39.0,"(美)米德 (Mead, Margaret 1901~1978) 著", 商务印书馆, 2017,北京 ,"10,276页 ",C912.4,1,0,1,40.99,General / Misc
蛋糕经济学,9787300302997,99.0,(英) 爱德蒙斯著,中国人民大学出版社 ,2022,北京,"13,477",F27,0,0,0,,Social Sciences
蛤蟆先生去看心理医生,9787201161693,38.0,"(英)罗伯特·戴博德(De Board, Robert) 著",天津人民出版社,2020,天津,199页,B84-49,0,0,0,,General / Misc
西方正典,9787544755450,78.0,"(美)哈罗德·布鲁姆 (Bloom,Harold 1930~) 著",译林出版社,2011,南京,516页,I106,1,0,1,0.0,Literature
解忧杂货店,9787544298995,59.0,(日)东野圭吾著,南海出版公司,2020,海口,309页,I313.45,2,0,2,83.79,Literature
讲谈社·兴亡的世界史：奥斯曼帝国五百年的和平,9787547735282,86.6,森谷公俊等,北京日报出版社,2020-01,北京 ,348,K107,0,0,0,,Social Sciences
设计的细节 : 日本经典设计透析,9787115434500,59.0,(日)日经设计 编,人民邮电出版社,2016,北京,185页 : 彩图,TB21,1,0,1,96.11,Science
话说科学 ,9787301165935,18.0,"(英)彼得·穆尔 (Moore, Peter D.) 著", 北京大学出版社, 2010,北京 ,127页 ,N091,1,0,1,0.78,General / Misc
读水浒,9787551825047,49.8,押沙龙 (1976~) 著,三秦出版社,2022,西安,"11,245页 : 图",I207.412-53,1,0,1,0.0,Literature
走出双相情感障碍,9787521744354,58.0,（英）科尼贝尔著,中信出版集团股份有限公司,2022,北京,232页,R749.4,1,0,1,213.77,General / Misc
跨越边界的社区：北京“浙江村”的生活史,9787807681885,68.0,项飚著,生活书店出版有限公司,2018,北京,,C912.81,1,0,1,34.25,General / Misc
路易十四时代 ,9787100133142,86.0,(法)伏尔泰 著, 商务印书馆, 2017,北京 ,634页 ,K565.3,0,0,0,,Social Sciences
边城,9787214108463,32.0,沈从文著,江苏人民出版社,2014.01   ,南京,278页     ,I246.5,1,0,1,3.92,Literature
达·芬奇密码,9787020126132,75.0,(美)布朗著,人民文学出版社,2017      ,北京,439页     ,I712.45,1,0,1,2.01,Literature
达摩流浪者,9787571001933,52.0,(美)凯鲁亚克著,湖南科学技术出版社,2021,长沙,315页,I712.45,1,0,1,5.91,Literature
这就是心理学,9787545477320,48.0,（日）植木理惠著,广东经济出版社,2021,广州,267页,B84,1,0,1,0.94,General / Misc
这才是最好读的数学史 ,9787569929713,68.0,"(美)伯林霍夫 (Berlinghoff, William P.) 著", 北京时代华文书局, 2019,北京 ,344页 : 图 ,O11-49,2,0,2,2.01,Science
这样读三国,9787218160481,48.0,龙镇 (1975~) 著,广东人民出版社,2022,广州,349页,K236.09,1,0,1,0.0,Social Sciences
进化心理学:第4版,9787100110532,88.0,(美)巴斯著,商务印书馆,2015      ,北京,513页     ,B84,0,0,0,,General / Misc
追逐类星体 ,9787513555845,56.0,何香涛 (1938~) 著, 外语教学与研究出版社, 2015,北京 ,282页 : 图，照片 ,P158-49,0,0,0,,General / Misc
透过佛法看世界:给寻找答案的人,9787508646978,39.8,希阿荣博堪布著,中信出版社,2014.09   ,北京,321页     ,B948,1,1,2,52.09,General / Misc
逻辑学是什么,9787301258958,48.0,陈波著,北京大学出版社,2015,北京,312页,B81-49,1,0,1,0.11,General / Misc
都柏林人,9787532773442,32.0,(爱尔兰)乔伊斯著;王逢振译,上海译文出版社,2016.10   ,上海,230页     ,I562.45,1,0,1,43.81,Literature
酒吧长谈 ,9787020128341,79.0,"(秘)巴尔加斯·略萨 (Vargas Liosa, Mario 1936~) 著", 人民文学出版社, 2011,北京 ,748页 ,I778.45,0,0,0,,Literature
重塑大脑回路 ,9787111596813,59.0,"(美)科布 (Korb, Alex) 著", 机械工业出版社, 2018,北京 ,"16,193页 : 图 ",R749.405,0,0,0,,General / Misc
量子经济学,9787504699268,79.0,（加）欧瑞尔著,中国科学技术出版社,2023,北京,406页,F0,2,1,3,108.32,Social Sciences
金枝 .上册,9787100136853,74.0,"(英)弗雷泽 (Frazer, James George 1854~1941) 著", 商务印书馆, 2017,北京 ,2册(1260页) ,B933,1,0,1,62.91,General / Misc
金色笔记,9787544737371,48.0,"(英)多丽丝·莱辛 (女，Lessing, Doris May 1919~2013) 著",译林出版社, 2014,南京,667页,I561.45,0,0,0,,Literature
金银岛·化身博士,9787532778225,28.0,(英)斯蒂文森著,上海译文出版社,2018.06   ,上海,298页     ,I561.44,1,0,1,3.08,Literature
"银河帝国.1,基地",9787539983295,45.0,(美)阿西莫夫著,江苏凤凰文艺出版社,2015.09   ,南京,277页     ,I712.45,1,0,1,38.89,Literature
错乱,9787536096806,52.0,莫亚著,花城出版社,2022,广州,161页,I744.45,1,0,1,21.94,Literature
阿拉伯人的梦想宫殿,9787509016480,95.0,（美）阿贾米著,当代世界出版社,2022,北京,375页,K370.07,1,0,1,50.85,Social Sciences
陶说,9787229136109,69.8,（日）北大路鲁山人著,重庆出版社,2019,重庆,387页,I313.65,0,0,0,,Literature
飘·上,9787544777407,44.0,(美)米切尔著,译林出版社,2019,南京,2册(1047页),I712.45,1,0,1,20.01,Literature
飘·下,9787544777407,44.0,(美)米切尔著,译林出版社,2019,南京,2册(1047页),I712.45,1,0,1,13.97,Literature
饥饿的盛世 : 乾隆时代的得与失,9787229167127,58.0,(蒙族)张宏杰 (1972~) 著,重庆出版社,2022,重庆,402页 : 彩图,K249.309,1,0,1,109.15,Social Sciences
香水 : 气味的炼金术,9787559835352,98.0,"(法)让-克罗德·艾列纳 (Ellena, Jean-Claude) (1947~) 著",广西师范大学出版社,2021,桂林,363页,TQ658.1,1,0,1,46.08,Science
鲜活的语言,9787030704214,98.0,(美)劳拉·M. 阿亨(Laura M. Ahearn)著,科学出版社,2021,北京,275页,H0,2,0,2,120.0,Language
鲜血梅花,9787506371056,18.0,余华著,作家出版社,2014.01   ,北京,143页     ,I247.7,1,0,1,98.96,Literature
黑格尔,9787544756754,39.0,"澳 辛格 Singer, Peter(著)",南京 译林出版社 2015,2015,南京,119图 ,B516.35,0,0,0,,General / Misc
鼠疫,9787532761753,45.0,（法）加缪著,上海译文出版社,2013,上海,273,I565.45,0,0,0,,Literature
（PEL) Heart of Darkness,9780141199788,20.0,Joseph Conrad,Penguin UK,2016-09-21,英国,,823.912,1,0,1,54.93,Literature
