Title,ISBN,Price,Author,Publisher,Publication time,Place of Publication,Pages,Classification Number,总借入,总续借,总借入和续借量,平均借阅时间(天),Classification
看不见的女性,9787513349611.0,69.0,(英)佩雷斯著　詹涓译,新星出版社,2022,北京,390,C913.68,1,0,1,14.98,General / Misc
看见,9787549529322.0,49.8,柴静著,广西师范大学出版社,2013.1    ,桂林,405页     ,I267.1,1,0,1,,Literature
真实幸福的形而上学,9787305261527.0,45.0,（法）巴迪欧著,南京大学出版社,2023,南京,137页,B82,1,0,1,8.09,General / Misc
礼拜二午睡时刻,9787544275606.0,29.5,（哥伦）马尔克斯,南海出版公司,2015.3,海口,168页,I775.45,1,0,1,2.0,Literature
社交媒体简史：从莎草纸到互联网,9787508696980.0,48.0,"(美)汤姆·斯丹迪奇 (Standage, Tom) 著", 中信出版集团股份有限公司, 2019,北京 ,303页 : 图 ,G206.2,2,0,2,65.96,General / Misc
社会学基本概念,9787301344477.0,79.0,(英）安东尼·吉登斯 著,北京大学出版社 ,2023,北京 ,353页 ,C91,2,1,3,62.43,General / Misc
社会学的想象力 ,9787108057259.0,42.0,"(美)C. 赖特·米尔斯 (Mills, Chales Wright 1916~1962) 著", 生活·读书·新知三联书店, 2016,北京 ,265页 ,C91,1,0,1,5.87,General / Misc
社会学的意识,9787544729727.0,39.0,(英)布鲁斯著　蒋虹译,译林出版社,2013,南京,103,C91,1,0,1,0.77,General / Misc
社会学的问题,9787532182640.0,72.0,（法）布尔迪厄著,上海文艺出版社,2022,上海,"10,379页",C91-49,1,0,1,0.74,General / Misc
社会心理学,9787115410047.0,128.0,(美)迈尔斯著;侯玉波译,人民邮电出版社,2016.08   ,北京,707页     ,C912.6,5,0,5,20.96,General / Misc
社会性动物 ,9787567599703.0,79.0,"(美)艾略特·阿伦森 (Aronson, Elliot) 著", 华东师范大学出版社, 2020,上海 ,380页 : 图 ,C912.6,1,0,1,43.97,General / Misc
社会的麦当劳化,9787300312590.0,59.0,（美）里茨尔著,中国人民大学出版社,2023,北京,370页,C91,1,0,1,,General / Misc
社会研究方法 ,9787302547778.0,108.0,"(美)巴比 (Babbie, Earl R. 1938~) 著", 清华大学出版社, 2020,北京 ,"24,512页 : 照片 ",C91-03,1,0,1,0.01,General / Misc
社会语言学,9787030458889.0,80.0,刘宝俊著,科学出版社,2016,北京,"11,303页",H0,1,0,1,240.01,Language
祝勇文学笔记,9787545162387.0,68.0,祝勇著,辽海出版社,2022,沈阳,249页,I217.2,1,1,2,35.89,Literature
神圣罗马帝国 ,9787100132749.0,82.0,"(英)布赖斯 (Bryce,James 1838~1922) 著", 商务印书馆, 2017,北京 ,"12,606页 ",K516.3,0,0,0,,Social Sciences
神曲,9787532752522.0,42.0,（意）但丁著,上海译文出版社,2011,上海,695页,I546.23,1,0,1,,Literature
神祇与英雄.上,9787559835864.0,49.0,侯继迎著,广西师范大学出版社,2021,桂林,2册(588页),B932.54,1,0,1,,General / Misc
神经漫游者,9787539951331.0,32.0,(美)吉布森著,江苏文艺出版社,2013.08   ,南京,325页     ,I712.45,1,0,1,32.8,Literature
神经科学原理. 第5版. 下册,9787111430810.0,149.5,(美)坎德尔著,机械工业出版社,2016.12   ,北京,736-1709页,R338,1,1,2,42.99,General / Misc
神经网络与深度学习 ,9787111649687.0,149.0,邱锡鹏 (1983~) 著, 机械工业出版社, 2020,北京 ,"16,448页 ",TP183,1,0,1,0.04,Science
神话的心理学,9787108072788.0,39.0,(日)河合隼雄著,生活·读书·新知三联书店,2022,北京,139页,B932.1,1,0,1,0.05,General / Misc
神雕侠侣 .1,9787546200705.0,36.25,金庸 著, 广州出版社, 2010,广州,4册(1564页) : 图 ,I247.5,1,0,1,95.94,Literature
神雕侠侣 .2,9787546200705.0,36.25,金庸 著, 广州出版社, 2010,广州,4册(1564页) : 图 ,I247.5,1,1,2,85.81,Literature
神雕侠侣 .3,9787546200705.0,36.25,金庸 著, 广州出版社, 2010,广州,4册(1564页) : 图 ,I247.5,1,1,2,85.81,Literature
禅与摩托车维修艺术 ,9787229131548.0,79.8,"(美)罗伯特·M. 波西格 (Pirsig, Robert M. 1928~) 著", 重庆出版社, 2018,重庆 ,494页 : 图 ,I712.45,1,0,1,62.78,Literature
福柯,9787568918626.0,48.0,泰勒著,重庆大学出版社,2019,重庆,253页,B565.59,2,0,2,8.34,General / Misc
秋园 ,9787559640666.0,38.0,杨本芬 (女， 1940-) 著, 北京联合出版公司, 2020,北京 ,264页 ,I247.5,2,0,2,2.6,Literature
种在走廊上的苹果树,9787224138122.0,35.0,残雪 ,陕西人民出版社 ,2020,西安 ,168页 ,I247.5,1,0,1,8.79,Literature
科学发现的逻辑 ,9787810836074.0,60.0,"(英)波普尔 (Popper, Karl Raimund 1902~1994) 著", 中国美术学院出版社, 2008,杭州 ,"18,483页 ",N02,2,0,2,0.75,General / Misc
科学哲学,9787544732765.0,39.0,"(英)奥卡沙著,韩广忠译",译林出版社,2015.11   ,南京,139页     ,N02,2,0,2,116.05,General / Misc
科学哲学 ,9787108066787.0,32.0,"(英)萨达尔 (Sardar, Ziauddin) 文", 生活·读书·新知三联书店, 2020,北京 ,181页 : 图 ,N02,1,0,1,7.22,General / Misc
科学哲学的历史导论,9787100133104.0,88.0,(美)洛西著;张卜天译,商务印书馆,2017      ,北京,310页     ,N02,1,0,1,7.22,General / Misc
科学实验哲学,9787030457738.0,86.0,拉德,科学出版社,2015,北京,272 ,N33,1,0,1,0.82,General / Misc
科学思想史,9787305239687.0,80.0,林德宏著,南京大学出版社,2020,南京,"10,528页",N091,1,0,1,1.0,General / Misc
科学技术史,9787308225854.0,48.0,米丽琴,浙江大学出版社,2022,杭州,169页,N091,1,0,1,104.33,General / Misc
科学的历程,9787535798374.0,128.0,吴国盛著,湖南科学技术出版社,2018.08   ,长沙,753页     ,N091,2,0,2,3.36,General / Misc
科学革命 ,9787544745185.0,39.0,"(美)劳伦斯·普林西比 (Principe, Lawrence M.) 著", 译林出版社, 2013,南京 ,140页 : 图 ,N091,1,0,1,0.79,General / Misc
科学革命的结构 ：新译精装版,9787301330661.0,79.0,（美）库恩著,北京大学出版社 ,2022,北京,299页,N02,1,0,1,68.85,General / Misc
科学革命的编史学研究,9787100211642.0,138.0,"(荷)科恩 (Cohen, Hendrik Floris 1946~) 著",商务印书馆,2022,北京,969页 ,N091,1,0,1,0.81,General / Misc
秘密,9787544258210.0,45.0,(日)东野圭吾,南海出版公司,2017.11   ,海口,330页     ,I313.45,3,0,3,48.22,Literature
秘密结晶,9787532791231.0,68.0,（日）小川洋子著,上海译文出版社有限公司,2022,上海,363页,I313.45,1,0,1,132.75,Literature
积极心理诗学,9787506888400.0,88.0,罗辉著,中国书籍出版社,2021,北京,"11,524页",I052,1,0,1,31.12,Literature
穆夏：新艺术大师,9787559633620.0,98.0,(法)法比耶纳·艾丽斯 (Biena Alice) 著, 北京联合出版公司, 2019,北京 ,111页 : 图 ,J205.514,1,0,1,1.01,Arts
穆斯林的葬礼,9787530222362.0,68.0,霍达著,北京十月文艺出版社,2022,北京,620页,I247.5,5,2,7,26.67,Literature
穷人的理财经 ,9787547312230.0,45.0,"(美)默多克 (Morduch, Jonathan) 著", 东方出版中心, 2018,上海 ,293页 ,F830.59,1,0,1,112.25,Social Sciences
空海,9787571015473.0,88.0,（意）佩里西著,湖南科学技术出版社,2022,长沙,"23,317页",P74,0,0,0,,General / Misc
空间的诗学,9787532761913.0,43.0,(法)巴什拉著　张逸婧译,上海译文出版社,2013,上海,312,B565.59,1,0,1,22.46,General / Misc
穿越非洲两百年 ,9787545553918.0,88.0,郭建龙 著, 天地出版社, 2020,成都 ,379页 : 彩照 ,K400,1,0,1,7.75,Social Sciences
窄门,9787568287500.0,33.0,(法）纪德著,北京理工大学出版社有限责任公司,2021,北京,180页,I565.45,4,0,4,15.47,Literature
站城一体开发.II：TOD46的魅力,9787559111760.0,120.0,日建设计站城一体开发研究会,辽宁科学技术出版社,2019,沈阳,207 ,TU984.313,1,0,1,,Science
童话的心理分析,9787108070777.0,39.0,(瑞士)卡斯特著,生活·读书·新知三联书店,2021,北京,184页,B84-069,1,0,1,36.69,General / Misc
第一哲学沉思录,9787532788446.0,78.0,（法）笛卡尔著,上海译文出版社有限公司,2022,上海,174页,B565.21,2,0,2,93.48,General / Misc
第三个女郎,9787513321259.0,39.0,（英）克里斯蒂著,新星出版社,2018.4,,261,I561.45,2,0,2,90.27,Literature
第三帝国,9787570210817.0,39.0,（英）伯利著,长江文艺出版社,2020,武汉,446页,K516.44,3,2,5,48.96,Social Sciences
第二性,9787532763399.0,180.0,(法)波伏瓦著;郑克鲁译,上海译文出版社,2017.08   ,上海,949页     ,C913.68,2,0,2,88.08,General / Misc
第二性 I,9787532749669.0,36.0,(法)波伏瓦著;郑克鲁译,上海译文出版社,2011.09   ,上海,354页     ,C913.68,0,0,0,,General / Misc
第二性 Ⅱ,9787532749676.0,68.0,(法)波伏瓦著;郑克鲁译,上海译文出版社,2011.09   ,上海,614页     ,C913.68,1,0,1,20.85,General / Misc
第十一根手指,9787559639486.0,48.0,法医秦明著,北京联合出版公司,2020,北京,300页,I247.5,0,0,0,,Literature
等待戈多,9787572605826.0,49.8,(爱尔兰)贝克特著,湖南文艺出版社,2022,长沙,165页,I565.35,1,0,1,,Literature
简单统计学,9787210098416.0,58.0,(美)史密斯著;刘清山译,江西人民出版社,2018.01   ,南昌,365页     ,C8,0,0,0,,General / Misc
简爱,9787532778119.0,38.0,(英)勃朗特著,上海译文出版社,2018.06   ,上海,578页     ,I561.44,1,0,1,25.59,Literature
算法导论 ,9787111407010.0,128.0,"(美)科尔曼 (Cormen, Thomas H.) 著", 机械工业出版社, 2013,北京 ,"13,780页 ",TP301.6,1,0,1,59.87,Science
米佳的爱情,9787532783618.0,65.0,"(俄)蒲宁 (Бунин, ИванАлексеевич 1870~1953) 著",上海译文出版社,2020,上海,"10,502页",I512.45,1,0,1,0.05,Literature
粒子物理论,9787111543428.0,89.0,(美)大卫著;王青译,机械工业出版社,2016.10   ,北京,353页     ,O572.2,4,0,4,39.4,Science
精准表达,9787210104339.0,38.0,（日）高田贵久著,江西人民出版社,2018,南昌,"18,271页",H019-49,1,1,2,52.25,Language
精神分析的技术与实践,9787111661665.0,120.0,（美）格林森著,机械工业出版社,2020,北京,369页,B84-065,2,0,2,12.22,General / Misc
精神现象学,9787010125916.0,98.0,(德)黑格尔著,人民出版社,2016.12   ,北京,515页     ,B089,1,0,1,,General / Misc
精神病学史 ：从收容院到百忧解,9787542858658.0,88.0,"(美)爱德华·肖特 (Shorter, Edward， 1941~) 著", 上海科技教育出版社, 2017,上海 ,"15,593页 : 照片 ",R74-09,1,0,1,51.83,General / Misc
精英的傲慢,9787521731460.0,79.0,（美）桑德尔著,中信出版集团股份有限公司,2021,北京,"26,309页",C91,2,0,2,32.68,General / Misc
精选英汉汉英词典(第4版),7100059453.0,48.0,吴景荣等编,商务印书馆,2010      ,北京,696页     ,H316,1,0,1,0.14,Language
素食者 ,9787541160868.0,48.0,(韩)韩江 (1970-) 著, 四川文艺出版社, 2021,成都 ,191页 ,I312.645,4,1,5,8.73,Literature
索姆河战役,9787515103884.0,34.8,段雪莲著,西苑出版社,2013,北京,272页,E194.4,2,1,3,21.14,Language
索拉里斯星 ,9787544782173.0,49.0,"(波)斯坦尼斯瓦夫·莱姆(Lem, Stanislaw) 著", 译林出版社, 2021,南京 ,254页 ,I513.45,1,0,1,70.74,Literature
红与黑,9787201108186.0,42.0,(法)司汤达著;罗新璋译,天津人民出版社,2016.11   ,天津,471页     ,I565.44,8,3,11,47.21,Literature
红楼梦:上,9787020137466.0,33.5,曹学芹著,人民文学出版社,2018      ,北京,1315页    ,I242.4,1,1,2,44.68,Literature
红玫瑰与白玫瑰,9787530218617.0,49.5,张爱玲著,北京十月文艺出版社,2019.03,,290,I246.7,1,0,1,176.08,Literature
纪录片也要讲故事,9787550250024.0,45.0,（美）希拉·柯伦·伯纳德著 ,北京联合出版公司 ,2015.6,北京 ,"34,381页 ",J952,1,0,1,40.99,Arts
纯真告别,9787559617712.0,49.8,苏珊著;马爱农等译,北京联合出版公司,2018.05   ,北京,355页     ,I712.45,1,1,2,,Literature
纯真年代,9787532773459.0,48.0,(美)华顿著　吴其尧译,上海译文出版社,2017,上海,388,I712.45,1,0,1,5.85,Literature
纳博科夫文学讲稿三种·俄罗斯文学讲稿,9787532778423.0,89.0,(美)纳博科夫著,上海译文出版社,2018.08   ,上海,380页     ,I106,0,0,0,,Literature
纳博科夫文学讲稿三种·唐吉坷德讲稿,9787532778423.0,90.0,(美)纳博科夫著,上海译文出版社,2018.08   ,上海,287页     ,I106,2,1,3,57.5,Literature
纳博科夫文学讲稿三种·文学讲稿,9787532778423.0,89.0,(美)纳博科夫著,上海译文出版社,2018.08   ,上海,439页     ,I106,0,0,0,,Literature
细雪,9787544281621.0,59.0,（日）谷崎润一郎著,南海出版公司,2021,海口,635页,I313.45,2,0,2,68.05,Literature
终极观星指南,9787556708277.0,98.0,(美)鲍勃·金著,海峡书局,2021,福州,266页,P12-62,1,0,1,11.96,General / Misc
"经济学原理, 微观经济学分册 ",9787301256909.0,72.0,"(美)曼昆 (Mankiw, N. Gregory) 著", 北京大学出版社, 2015,北京 ,"10,543页 : 图，照片 ",F0,1,0,1,128.8,Social Sciences
经济学家都干了什么 ,9787302590910.0,65.0,梁捷 (1980~) 著, 清华大学出版社, 2021,北京 ,"24,249页 : 照片 ",F091.3,1,0,1,0.78,Social Sciences
经济学的世界 ,9787121367113.0,128.0,"(英)泰吉万·帕丁格 (Pettinger, Tejvan) 著", 电子工业出版社, 2019,北京 ,320页 : 图，照片 ,F0-49,1,0,1,38.86,Social Sciences
经济学的著名寓言 : 市场失灵的神话,9787559803344.0,98.0,"(美)施普尔伯 (Spulber, Daniel F.) 著",广西师范大学出版社,2018,桂林,480页,F0-53,1,0,1,,Social Sciences
经济学说与方法史论,9787100159791.0,42.0,"(美)熊彼特 (Schumpeter, Joseph Alois 1883~1950) 著",商务印书馆,2018,北京,177页,F09,1,0,1,0.74,Social Sciences
经济用语图鉴,9787544298841.0,68.0,(日)花冈幸子 著,南海出版公司,2021,海口,299页,F0-49,1,0,1,96.11,Social Sciences
经验主义 ,9787108066626.0,32.0,"(英)罗宾逊 (Robinson, Dave) 文", 生活·读书·新知三联书店, 2019,北京 ,177页 : 图 ,B089,1,1,2,0.67,General / Misc
绑架游戏,9787020153824.0,79.0,(日)东野圭吾著,人民文学出版社,2020,,281,I313.45,0,0,0,,Literature
给青年人的哲学十二讲,9787556129133.0,49.0,（德）雅斯贝尔斯著,湖南人民出版社,2022,长沙,199页,B-49,1,0,1,61.15,General / Misc
给青年的二十七堂文学课,9787513136891.0,39.8,叶圣陶著,开明出版社,2017.10   ,北京,204页     ,I-49,1,0,1,165.1,Literature
绝叫,9787559641182.0,58.0,(日)叶真中显著,北京联合出版公司,2020,北京,,I313.45,1,0,1,36.97,Literature
绝对笑喷之弃业医生日志 ,9787569925326.0,56.0,"(英)亚当·凯 (Kay, Adam 1980-) 著; 胡逍扬 译", 北京时代华文书局, 2019,北京 ,298页 ,I561.45,1,0,1,43.94,Literature
维京传奇,9787514619065.0,70.0,（英）美登编著,中国画报出版社,2020,北京,256页,K530.9,2,1,3,48.61,Social Sciences
维塔 : 社会遗弃下的疯癫与文明,9787305252563.0,68.0,"(巴西)若昂·比尔 (Biehl, Jo?o Guilherme, 1960~) 著",南京大学出版社,2022,南京,454页 : 照片,R199.777,1,0,1,11.98,General / Misc
维特根斯坦与《逻辑哲学论》,9787559851833.0,108.0,（英）莫里斯著,广西师范大学出版社,2022,桂林,520页,B561.59,1,0,1,86.99,General / Misc
维特根斯坦传:天才之为责任,9787308086141.0,79.0,(英)蒙克著,浙江大学出版社,2011.05   ,杭州,672页     ,B561.59,0,0,0,,General / Misc
维特根斯坦的维也纳,9787540778903.0,59.0,(美)雅尼克著,漓江出版社有限公司,2016.11,桂林,399页,B561.59,1,0,1,56.98,General / Misc
罗伯斯庇尔与法国大革命 ,9787100166461.0,88.0,"(英)露丝·斯科尔 (女，Scurr, Ruth 1971~) 著", 商务印书馆, 2018,北京 ,552页 : 肖像，图 ,K835.657=41,1,0,1,,Social Sciences
罗生门,9787532751495.0,40.0,(日)芥川龙之介著;林少华译,上海译文出版社,2010.08   ,上海,249页     ,I313.45,1,0,1,2.66,Literature
罗素 ,9787108067081.0,32.0,"(英)罗宾逊 (Robinson, David) 文", 生活·读书·新知三联书店, 2020,北京 ,177页 : 图 ,B561.54,1,0,1,86.99,General / Misc
罗马元老院与人民：一部古罗马史,9787513922494.0,118.0,"(英)玛丽·比尔德 (Beard, Mary 1955~) 著", 民主与建设出版社有限责任公司, 2018,北京 ,"17,599页 : 图，照片，地图 ",K126-49,3,0,3,38.8,Social Sciences
罪与罚,9787532778188.0,41.0,(俄)陀思妥耶夫斯基著,上海译文出版社,2018.08   ,上海,532页     ,I512.44,2,0,2,55.0,Literature
置身事内 ,9787208171336.0,65.0,兰小欢著, 上海人民出版社, 2021,上海 ,330页 ,D630.1,0,0,0,,Social Sciences
羊脂球,9787550284975.0,29.0,(法)莫泊桑著,北京联合出版公司,2016,北京,"13,333",I565.44,1,1,2,18.14,Literature
美丽与哀愁.3,9787220128165.0,49.6,（日）川端康成著,四川人民出版社,2023,成都,241页,I313.45,1,0,1,180.93,Literature
美丽新世界,9787532774685.0,45.0,(英)赫胥黎著;陈超译,上海译文出版社,2017.06   ,上海,349页     ,I561.45,6,2,8,51.76,Literature
美利坚的民族,9787520178853.0,79.0,（美）伍达德著,社会科学文献出版社,2021,北京,"23,404页",K710.03,1,0,1,18.01,Social Sciences
美国,9787520412025.0,198.0,澳大利亚Lonely Planet公司著,中国地图出版社,2019,北京,1343页,K971.29,0,0,0,,Social Sciences
美国史. 上册,9787100056748.0,190.0,（美）马丁著,商务印书馆,2012,北京,2册(1510页),K712.0,1,0,1,72.85,Social Sciences
美国监狱 ,9787569936988.0,58.0,"(美)鲍尔 (Bauer, Shane) 著", 北京时代华文书局, 2020,北京 ,255页 : 照片 ,D971.267,1,1,2,19.05,Social Sciences
美学原理,9787301047439.0,58.0,叶朗 (1938.10~) 著, 北京大学出版社, 2009,北京,460页 : 图 ,B83-0,1,0,1,0.11,General / Misc
美术与世界,9787569323924.0,59.8,周利明,西安交通大学出版社,2022,西安,352页,J1,1,0,1,22.79,Arts
美的历程,9787108030375.0,68.0,李泽厚著,生活·读书·新知三联书店,2014.09   ,北京,"217,55页  ",J120.9,1,0,1,0.01,Arts
耶鲁大学公开课,9787550238954.0,39.8,(美)史密斯著,北京联合出版公司,2015.02   ,北京,299页     ,D0,4,1,5,56.22,Social Sciences
耶鲁极简科学史 ,9787508695730.0,49.5,"(英)拜纳姆 (Bynum, William) 著", 中信出版集团股份有限公司, 2019,北京 ,344页 : 图 ,N091-49,1,0,1,0.79,General / Misc
聆听音乐,9787302526308.0,98.0,（美）莱特著,清华大学出版社,2019,北京,525页,J605.1,1,0,1,104.33,Arts
背德者,9787505735910.0,39.8,"(法)安德烈·纪德 (Gide, André 1869~1951) 著",中国友谊出版公司,2015,北京,"25,142页",I565.45,1,0,1,6.34,Literature
脑机穿越 : 脑机接口改变人类未来,9787213065835.0,79.9,"(巴西)米格尔·尼科莱利斯 (Nicolelis, Miguel A.) 著",浙江人民出版社,2015,杭州,"10,282页 : 图，照片",R338.2,1,0,1,64.09,General / Misc
脑研究的新大陆：一位德国工程师与一位中国科学家之间的对话,9787544490207.0,68.0,顾凡及 著, 上海教育出版社有限公司, 2019,上海 ,"168,147页 : 图 ",Q983,1,0,1,,Science
脑髓地狱,9787547057827.0,78.0,(日) 梦野久作著, 万卷出版公司 ,2022.1,沈阳,379页,I313.45,1,1,2,,Literature
腓特烈大王 ,9787559831323.0,29.0,"(德)约翰内斯·库尼施 (Kunisch ,Johannes) 著", 广西师范大学出版社, 2021,桂林 ,149页 : 图 ,K516.42,1,1,2,6.95,Social Sciences
自卑与超越,9787533943257.0,32.0,(奥)阿德勒著;杨颖译,浙江文艺出版社,2016.01   ,杭州,261页     ,B848,1,1,2,107.04,General / Misc
自我决定的孤独：难以建立亲密感的社会 ,9787218160177.0,68.0,(德) 塔登著,广东人民出版社,2023,广州,196,C912.11-49,1,0,1,5.96,General / Misc
自我的探寻,9787559664518.0,49.0,戴军著,北京联合出版公司,2022,北京,208页,B84-065,1,1,2,,General / Misc
自杀论 ,9787100132343.0,52.0,"(法)迪尔凯姆 (Durkheim, Emile 1858~1917) 著", 商务印书馆, 2017,北京 ,435页 : 图 ,C913.9,1,0,1,0.0,General / Misc
自深深处,9787544752183.0,48.0,(英)王尔德著;朱纯深译,译林出版社,2015.08   ,南京,362页     ,I561.64,1,0,1,,Literature
自然哲学之数学原理 ,9787301292341.0,168.0,"(英)牛顿 (Newton, Isaac 1642~1727) 著", 北京大学出版社, 2018,北京 ,"10,363页 : 图，照片 ",O3,2,0,2,1.03,Science
自然地理学,9787040228762.0,52.8,伍光和著,高等教育出版社,2008.04   ,北京,502页     ,P9,1,1,2,27.07,General / Misc
自然科学史,9787802468320.0,45.0,(英)金斯著, 中国大地出版社,2016.3,北京,285页,N091,1,0,1,0.78,General / Misc
自由论,9787544716741.0,69.0,（英）伯林著,译林出版社,2011,南京,401页,D081,1,0,1,0.2,Social Sciences
致死的疾病,9787516124512.0,96.0,克尔凯郭尔著,中国社会科学出版社,2013,北京,405-595页,B534,1,0,1,14.06,General / Misc
舞!舞!舞!,9787532765461.0,60.0,(日)村上春树著,上海译文出版社,2014.05   ,上海,478页     ,I313.45,1,0,1,21.93,Literature
舞台灯光设计概要,9787104020578.0,46.0,冯德仲著,中国戏剧出版社,2007.08   ,北京,200页     ,J814.4,3,0,3,37.75,Arts
色情,9787305209062.0,72.0,（法）巴塔耶著,南京大学出版社,2019,南京,442页,B0,1,0,1,174.92,General / Misc
艺术史导论 ,9787301321898.0,105.0,【德】汉斯·贝尔廷, 北京大学出版社, 2021,北京 ,404页 : 图 ,J110.9,2,0,2,7.47,Arts
艺术史的艺术,9787208132139.0,89.0,(美)普雷齐奥西著,上海人民出版社,2016,上海,572页,J110.9-53,1,0,1,13.97,Arts
艺术哲学,9787301284230.0,69.0,(法)丹纳著,北京大学出版社,2017,北京,439页,J0-02,3,0,3,43.54,Arts
艺术哲学 ,9787309114560.0,28.0,王德峰 (1956.10~) 著, 复旦大学出版社, 2015,上海 ,196页 ,J0-02,1,0,1,240.01,Arts
芳华,9787020123728.0,39.0,严歌苓,人民文学出版社,2017.04   ,北京,215页     ,I247.5,1,0,1,,Literature
苏菲的世界,9787506390903.0,58.0,(挪)贾德著;萧宝森译,作家出版社,2017.03   ,北京,520页     ,I533.45,0,0,0,,Literature
苦炼,9787542674173.0,68.0,（法）尤瑟纳尔著,上海三联书店,2021,上海,403页,I565.45,1,0,1,27.12,Literature
英国鸟类史,9787214271426.0,98.0,（英）亚尔登著,江苏人民出版社,2022,南京,398页,Q959.7,1,0,1,14.12,Science
茨威格中短篇小说选·上,9787020166244.0,39.0,（奥）茨威格著,人民文学出版社,2021,北京,324页,I521.45,1,0,1,14.83,Literature
茶花女,9787511724717.0,24.8,(法)小仲马,中央编译出版社,2015,北京,232页,I565.44,1,0,1,34.88,Literature
荒原狼,9787533971014.0,59.8,(德)黑塞著,浙江文艺出版社,2023,杭州,250页,I516.45,1,0,1,3.97,Literature
荷马史诗·奥德赛,9787020158287.0,59.0,（古希腊）荷马著,人民文学出版社,1997 2020印,北京,560页,I545.22,1,0,1,17.11,Literature
荷马笔下的诸神与人类德行,9787522204079.0,89.0,（美）阿伦斯多夫著,华夏出版社有限公司,2023,北京,321页,B502,0,0,0,,General / Misc
莎士比亚全集.5,9787544755535.0,47.5,(英)莎士比亚著;朱生豪译,译林出版社,2016.04   ,南京,513页     ,I561.13,1,0,1,15.24,Literature
莎士比亚悲剧喜剧全集·悲剧Ⅱ,9787533947576.0,59.8,(英)莎士比亚著,浙江文艺出版社,2017,杭州,"2册(11,551;556页)",I561.33,1,0,1,28.0,Literature
莎士比亚植物志,9787020142675.0,55.0,(英)威尔斯著,人民文学出版社,2019,北京,205页,Q948.556,1,0,1,6.98,Science
莫言作品精选,9787535459350.0,25.0,莫言著,长江文艺出版社,2012.11   ,武汉,314页     ,I217.2,1,0,1,98.96,Literature
莱特湾海战,9787513929783.0,129.8,"(英)威尔默特 (Willmott, H. P. 1945~) 著",民主与建设出版社有限责任公司,2020,北京,343页 : 图，照片，地图,E195.2,1,0,1,66.89,Language
菜根谭,9787551816571.0,98.0,(明)洪应明著;齐白石绘,三秦出版社,2018.03   ,西安,365页     ,B825,1,0,1,12.91,General / Misc
营销管理,9787521742213.0,158.0,"科特勒 (Kotler, Philip) (Kotler, Philip)(著);凯勒 (Keller, Kevin Lane) (Keller, Kevin Lane)(著);切尔内夫 (Chernev, Alexander) (Chernev, Alexander)(著)",北京中信出版集团股份有限公司2022,2022,北京,"27,666图 ",F713.56,1,0,1,105.93,Social Sciences
萨摩亚人的成年 ,9787100136112.0,39.0,"(美)米德 (Mead, Margaret 1901~1978) 著", 商务印书馆, 2017,北京 ,"10,276页 ",C912.4,1,0,1,40.99,General / Misc
落叶,9787229143022.0,49.8,（美）杜兰特著,重庆出版社,2020,重庆,265页,B-49,3,1,4,10.02,General / Misc
葡萄柚,9787549573110.0,48.0,(日)小野洋子,广西师范大学出版社,2015,桂林,1册,I313.25,1,0,1,0.21,Literature
蒙田随笔集,9787532762811.0,30.0,(法)蒙田著,上海译文出版社,2014,上海,350页,I565.63,1,0,1,0.02,Literature
蓝,9787559659132.0,48.0,（美）尼尔森著,北京联合出版公司,2022,北京,167页,I712.65,0,0,0,,Literature
蓝色列车之谜,9787513338097.0,42.0,（英）克里斯蒂著,新星出版社,2022,北京,278页,I561.45,0,0,0,,Literature
薛定谔之猫,9787550710276.0,35.0,(法)福雷斯特著,海天出版社,2015.01   ,深圳,304页     ,I565.45,1,0,1,0.02,Literature
藏地密码,9787559429438.0,49.99,何马著, 江苏凤凰文艺出版社, 2018,南京 ,285页 ,I247.5,0,0,0,,Literature
蛋糕经济学,9787300302997.0,99.0,(英) 爱德蒙斯著,中国人民大学出版社 ,2022,北京,"13,477",F27,0,0,0,,Social Sciences
蛤蟆先生去看心理医生,9787201161693.0,38.0,"(英)罗伯特·戴博德(De Board, Robert) 著",天津人民出版社,2020,天津,199页,B84-49,0,0,0,,General / Misc
蝇王,9787532788132.0,78.0,(英)威廉·戈尔丁(Milliam Golding)著 龚志成译,上海译文出版社有限公司,2021,上海,234页,I561.45,1,0,1,8.81,Literature
血与火 : 坦格利安王朝史. 第一卷 ,9787229145781.0,180.0,"(美)乔治·R.R.马丁 (Martin, George Raymond Richard 1948~) 著", 重庆出版社, 2020,重庆 ,567页 : 图 ,I712.45,1,0,1,39.02,Literature
血清素,9787532787746.0,68.0,(法)米歇尔·维勒贝克(Michel Houellebecq)著,上海译文出版社有限公司,2022,上海,"24,340页",I565.45,1,0,1,5.03,Literature
行为心理学,9787516833452.0,49.0,（美）华生著,台海出版社,2022,北京,223页,B84-063,1,0,1,28.19,General / Misc
行者的迷宫,9787100163521.0,65.0,朱又可著,商务印书馆,2018      ,北京,440页     ,K825.6,1,0,1,8.77,Social Sciences
街头哲学,9787213108990.0,68.0,芬特著,浙江人民出版社,2023,杭州,334页,B0,1,0,1,,General / Misc
"被讨厌的勇气:""自我启发之父""阿德勒的哲学课",9787111495482.0,55.0,(日)岸见一郎著,机械工业出版社,2017.09   ,北京,194页     ,B821-49,1,0,1,,General / Misc
西南联大哲学课,9787545558371.0,58.0,冯友兰 (1895~1990) 著,天地出版社,2021,成都,370页 : 图，照片,B2,0,0,0,,General / Misc
